S_D_M;class;#groups;seeding;group_no;group_pos;for_main_round;for_consolation;startnumber_A;startnumber_B
S;W1;84;609;56;5;;1;2225;
S;W1;84;608;57;5;;1;2226;
S;W1;84;607;58;5;;1;2230;
S;W1;84;606;59;5;;1;2235;
S;W1;84;605;60;5;;1;2237;
S;W1;84;604;61;5;;1;2238;
S;W1;84;603;62;5;;1;2239;
S;W1;84;602;63;5;;1;2244;
S;W1;84;601;64;5;;1;2246;
S;W1;84;600;65;5;;1;2249;
S;W1;84;599;66;5;;1;2251;
S;W1;84;598;67;5;;1;2252;
S;W1;84;597;68;5;;1;2253;
S;W1;84;596;69;5;;1;2257;
S;W1;84;595;70;5;;1;2271;
S;W1;84;594;71;5;;1;2274;
S;W1;84;593;72;5;;1;2281;
S;W1;84;592;73;5;;1;2285;
S;W1;84;591;74;5;;1;2286;
S;W1;84;590;75;5;;1;2288;
S;W1;84;589;76;5;;1;2289;
S;W1;84;588;77;5;;1;2290;
S;W1;84;587;78;5;;1;2298;
S;W1;84;586;79;5;;1;2301;
S;W1;84;585;80;5;;1;2302;
S;W1;84;584;81;5;;1;2303;
S;W1;84;583;82;5;;1;2306;
S;W1;84;582;83;5;;1;2307;
S;W1;84;581;84;5;;1;2310;
S;W1;84;580;1;6;;1;2312;
S;W1;84;579;2;6;;1;2313;
S;W1;84;578;3;6;;1;2317;
S;W1;84;577;4;6;;1;2320;
S;W1;84;576;5;6;;1;2321;
S;W1;84;575;6;6;;1;2323;
S;W1;84;574;7;6;;1;2324;
S;W1;84;573;8;6;;1;2330;
S;W1;84;572;9;6;;1;2334;
S;W1;84;571;10;6;;1;2336;
S;W1;84;570;11;6;;1;2337;
S;W1;84;569;12;6;;1;2339;
S;W1;84;568;13;6;;1;2341;
S;W1;84;567;14;6;;1;2346;
S;W1;84;566;15;6;;1;2354;
S;W1;84;565;16;6;;1;2357;
S;W1;84;564;17;6;;1;2359;
S;W1;84;563;18;6;;1;2374;
S;W1;84;562;19;6;;1;2375;
S;W1;84;561;20;6;;1;2378;
S;W1;84;560;21;6;;1;2381;
S;W1;84;559;22;6;;1;2382;
S;W1;84;558;23;6;;1;2383;
S;W1;84;557;24;6;;1;2385;
S;W1;84;556;25;6;;1;2387;
S;W1;84;555;26;6;;1;2394;
S;W1;84;554;27;6;;1;2399;
S;W1;84;553;28;6;;1;2403;
S;W1;84;552;29;6;;1;2405;
S;W1;84;551;30;6;;1;2406;
S;W1;84;550;31;6;;1;2408;
S;W1;84;549;32;6;;1;2409;
S;W1;84;548;33;6;;1;2410;
S;W1;84;547;34;6;;1;2411;
S;W1;84;546;35;6;;1;2413;
S;W1;84;545;36;6;;1;2416;
S;W1;84;544;37;6;;1;2417;
S;W1;84;543;38;6;;1;2420;
S;W1;84;542;39;6;;1;2425;
S;W1;84;541;40;6;;1;2430;
S;W1;84;540;41;6;;1;2431;
S;W1;84;539;42;6;;1;2432;
S;W1;84;538;43;6;;1;2433;
S;W1;84;537;44;6;;1;2436;
S;W1;84;536;45;6;;1;2437;
S;W1;84;535;46;6;;1;2438;
S;W1;84;534;47;6;;1;2442;
S;W1;84;533;48;6;;1;2448;
S;W1;84;532;49;6;;1;2450;
S;W1;84;531;50;6;;1;2454;
S;W1;84;530;51;6;;1;2455;
S;W1;84;529;52;6;;1;2459;
S;W1;84;528;53;6;;1;2461;
S;W1;84;527;54;6;;1;2467;
S;W1;84;526;55;6;;1;2474;
S;W1;84;525;56;6;;1;2475;
S;W1;84;524;57;6;;1;2482;
S;W1;84;523;58;6;;1;2484;
S;W1;84;522;59;6;;1;2486;
S;W1;84;521;60;6;;1;2492;
S;W1;84;520;61;6;;1;2495;
S;W1;84;519;62;6;;1;2498;
S;W1;84;518;63;6;;1;2499;
S;W1;84;517;64;6;;1;2500;
S;W1;84;516;65;6;;1;2501;
S;W1;84;515;66;6;;1;2504;
S;W1;84;514;67;6;;1;2508;
S;W1;84;513;68;6;;1;2510;
S;W1;84;512;69;6;;1;2511;
S;W1;84;511;70;6;;1;2512;
S;W1;84;510;71;6;;1;2514;
S;W1;84;509;72;6;;1;2521;
S;W1;84;508;73;6;;1;2527;
S;W1;84;507;74;6;;1;2528;
S;W1;84;506;75;6;;1;2529;
S;W1;84;505;76;6;;1;2530;
S;W1;84;504;77;6;;1;2533;
S;W1;84;503;78;6;;1;2538;
S;W1;84;502;79;6;;1;2541;
S;W1;84;501;80;6;;1;2544;
